frontend,backend,database,response_time,frontend_cpu_usage,frontend_memory_usage,frontend_pods,frontend_ssd,backend_cpu_usage,backend_memory_usage,backend_pods,backend_ssd,database_cpu_usage,database_memory_usage,database_pods,database_ssd
jura-worker-4,jura-worker-3,jura-worker-1,7.119127,0.46,0.81,3,True,0.01,0.29,2,True,0.5,0.8,2,False
jura-worker-4,jura-worker-1,jura-worker-2,6.638595,0.46,0.81,3,True,0.46,0.8,2,False,0.29,0.29,3,False
jura-worker-4,jura-worker-1,jura-worker-2,6.555916,0.46,0.79,2,True,0.46,0.8,2,False,0.19,0.28,2,False
jura-worker-3,jura-worker-3,jura-worker-2,6.580655,0.07,0.34,3,True,0.07,0.34,3,True,0.29,0.3,2,False
jura-worker-1,jura-worker-4,jura-worker-4,6.653285,0.56,0.83,4,False,0.53,0.84,3,True,0.53,0.84,3,True
jura-worker-3,jura-worker-1,jura-worker-2,6.45328,0.09,0.31,2,True,0.46,0.81,2,False,0.18,0.26,1,False
jura-worker-2,jura-worker-1,jura-worker-1,6.966696,0.03,0.25,2,False,0.6,0.9,4,False,0.6,0.9,4,False
jura-worker-1,jura-worker-1,jura-worker-4,6.97814,0.47,0.79,4,False,0.47,0.79,4,False,0.46,0.84,3,True
jura-worker-2,jura-worker-2,jura-worker-1,6.569324,0.02,0.26,3,False,0.02,0.26,3,False,0.57,0.79,2,False
jura-worker-4,jura-worker-3,jura-worker-3,6.484402,0.5,0.8,3,True,0.17,0.35,2,True,0.17,0.35,2,True
jura-worker-2,jura-worker-4,jura-worker-3,6.539932,0.23,0.26,2,False,0.46,0.81,3,True,0.07,0.35,2,True
jura-worker-1,jura-worker-3,jura-worker-4,6.776982,0.57,0.85,4,False,0.01,0.28,1,True,0.54,0.82,3,True
jura-worker-2,jura-worker-1,jura-worker-4,6.444277,0.02,0.23,1,False,0.46,0.8,2,False,0.51,0.82,3,True
jura-worker-4,jura-worker-3,jura-worker-2,6.564838,0.46,0.79,2,True,0.01,0.29,1,True,0.29,0.32,4,False
jura-worker-4,jura-worker-2,jura-worker-4,6.693253,0.48,0.86,5,True,0.02,0.25,1,False,0.48,0.86,5,True
jura-worker-3,jura-worker-2,jura-worker-4,6.986886,0.01,0.3,2,True,0.02,0.25,1,False,0.77,0.84,4,True
jura-worker-3,jura-worker-3,jura-worker-1,7.162611,0.01,0.29,2,True,0.01,0.29,2,True,0.61,0.79,2,False
jura-worker-2,jura-worker-2,jura-worker-2,6.681761,0.47,0.33,5,False,0.47,0.33,5,False,0.47,0.33,5,False
jura-worker-4,jura-worker-1,jura-worker-2,6.503837,0.46,0.81,3,True,0.46,0.81,3,False,0.27,0.29,2,False
jura-worker-1,jura-worker-4,jura-worker-2,6.55444,0.46,0.76,2,False,0.46,0.83,3,True,0.11,0.26,2,False
jura-worker-2,jura-worker-2,jura-worker-1,6.620195,0.26,0.29,3,False,0.26,0.29,3,False,0.57,0.82,3,False
jura-worker-3,jura-worker-3,jura-worker-3,6.421182,0.07,0.37,3,True,0.07,0.37,3,True,0.07,0.37,3,True
jura-worker-4,jura-worker-1,jura-worker-2,7.544975,0.46,0.79,2,True,0.54,0.9,5,False,0.2,0.26,1,False
jura-worker-3,jura-worker-1,jura-worker-4,6.565154,0.02,0.3,3,True,0.47,0.78,2,False,0.46,0.85,3,True
jura-worker-4,jura-worker-4,jura-worker-2,6.546974,0.46,0.82,3,True,0.46,0.82,3,True,0.26,0.26,1,False
jura-worker-3,jura-worker-4,jura-worker-1,6.456557,0.01,0.3,3,True,0.53,0.84,3,True,0.62,0.79,2,False
jura-worker-3,jura-worker-3,jura-worker-1,7.0437,0.01,0.29,2,True,0.01,0.29,2,True,0.52,0.82,3,False
jura-worker-4,jura-worker-4,jura-worker-3,6.666746,0.46,0.82,3,True,0.46,0.82,3,True,0.01,0.35,2,True
jura-worker-4,jura-worker-2,jura-worker-2,6.405558,0.46,0.79,2,True,0.15,0.3,3,False,0.15,0.3,3,False
jura-worker-3,jura-worker-3,jura-worker-4,7.055451,0.01,0.29,2,True,0.01,0.29,2,True,0.46,0.87,5,True
jura-worker-1,jura-worker-2,jura-worker-1,7.585806,0.59,0.86,4,False,0.02,0.25,1,False,0.59,0.86,4,False
jura-worker-3,jura-worker-1,jura-worker-1,6.526249,0.01,0.25,1,True,0.51,0.88,4,False,0.51,0.88,4,False
jura-worker-3,jura-worker-4,jura-worker-1,6.490811,0.12,0.32,2,True,0.46,0.83,3,True,0.58,0.79,3,False
jura-worker-2,jura-worker-1,jura-worker-3,6.426872,0.2,0.29,4,False,0.46,0.78,2,False,0.01,0.31,2,True
jura-worker-4,jura-worker-3,jura-worker-2,6.524739,0.46,0.8,3,True,0.01,0.4,3,True,0.02,0.26,2,False
jura-worker-2,jura-worker-2,jura-worker-3,6.606005,0.02,0.28,3,False,0.02,0.28,3,False,0.01,0.31,2,True
jura-worker-3,jura-worker-3,jura-worker-1,6.700303,0.02,0.35,4,True,0.02,0.35,4,True,0.58,0.86,4,False
jura-worker-1,jura-worker-1,jura-worker-4,6.930179,0.46,0.82,4,False,0.46,0.82,4,False,0.46,0.82,2,True
jura-worker-1,jura-worker-4,jura-worker-2,7.088873,0.46,0.76,2,False,0.47,0.88,6,True,0.14,0.28,2,False
jura-worker-1,jura-worker-1,jura-worker-1,7.183901,0.53,0.69,5,False,0.53,0.69,5,False,0.53,0.69,5,False
jura-worker-1,jura-worker-1,jura-worker-3,10.548095,0.5,0.27,4,False,0.5,0.27,4,False,0.01,0.32,2,True
jura-worker-3,jura-worker-1,jura-worker-2,6.49543,0.01,0.31,2,True,0.46,0.77,3,False,0.02,0.28,2,False
jura-worker-4,jura-worker-3,jura-worker-4,6.539947,0.46,0.86,5,True,0.01,0.33,2,True,0.46,0.86,5,True
jura-worker-4,jura-worker-3,jura-worker-3,6.743798,0.46,0.83,3,True,0.01,0.37,4,True,0.01,0.37,4,True
jura-worker-4,jura-worker-2,jura-worker-1,6.656347,0.46,0.85,4,True,0.02,0.25,2,False,0.57,0.9,5,False
jura-worker-2,jura-worker-1,jura-worker-2,6.452574,0.29,0.3,5,False,0.46,0.83,3,False,0.29,0.3,5,False
jura-worker-3,jura-worker-1,jura-worker-4,6.636105,0.01,0.31,2,True,0.46,0.85,5,False,0.46,0.84,3,True
jura-worker-3,jura-worker-2,jura-worker-2,6.481905,0.01,0.32,3,True,0.26,0.36,5,False,0.26,0.36,5,False
jura-worker-1,jura-worker-3,jura-worker-2,8.18686,0.51,0.91,5,False,0.01,0.28,1,True,0.16,0.26,1,False
jura-worker-4,jura-worker-1,jura-worker-3,6.79841,0.46,0.8,3,True,0.52,0.9,4,False,0.01,0.31,2,True
jura-worker-3,jura-worker-1,jura-worker-4,6.346994,0.01,0.31,2,True,0.46,0.76,2,False,0.46,0.84,4,True
jura-worker-2,jura-worker-4,jura-worker-2,6.587768,0.11,0.29,3,False,0.46,0.81,2,True,0.11,0.29,3,False
jura-worker-3,jura-worker-4,jura-worker-2,6.722711,0.01,0.29,2,True,0.46,0.85,4,True,0.02,0.28,2,False
jura-worker-3,jura-worker-3,jura-worker-1,6.412648,0.01,0.38,5,True,0.01,0.38,5,True,0.51,0.81,2,False
jura-worker-2,jura-worker-2,jura-worker-3,6.639489,0.14,0.29,3,False,0.14,0.29,3,False,0.01,0.31,2,True
jura-worker-3,jura-worker-3,jura-worker-3,6.417324,0.01,0.43,5,True,0.01,0.43,5,True,0.01,0.43,5,True
jura-worker-1,jura-worker-2,jura-worker-4,7.154641,0.46,0.76,2,False,0.11,0.28,3,False,0.46,0.85,3,True
jura-worker-1,jura-worker-1,jura-worker-4,6.786257,0.46,0.8,3,False,0.46,0.8,3,False,0.46,0.87,5,True
jura-worker-2,jura-worker-3,jura-worker-3,6.540061,0.02,0.26,2,False,0.01,0.4,3,True,0.01,0.4,3,True
jura-worker-3,jura-worker-3,jura-worker-4,6.637694,0.01,0.29,2,True,0.01,0.29,2,True,0.46,0.82,3,True
jura-worker-3,jura-worker-1,jura-worker-1,6.975012,0.01,0.25,1,True,0.48,0.87,3,False,0.48,0.87,3,False
jura-worker-4,jura-worker-1,jura-worker-3,6.981713,0.46,0.89,6,True,0.46,0.78,3,False,0.01,0.3,1,True
jura-worker-4,jura-worker-3,jura-worker-4,6.555149,0.46,0.86,4,True,0.01,0.35,2,True,0.46,0.86,4,True
jura-worker-2,jura-worker-4,jura-worker-3,6.562305,0.04,0.24,3,False,0.46,0.84,3,True,0.01,0.37,2,True
jura-worker-2,jura-worker-3,jura-worker-4,6.726082,0.02,0.26,3,False,0.01,0.29,1,True,0.46,0.86,3,True
jura-worker-3,jura-worker-1,jura-worker-4,6.832934,0.01,0.35,4,True,0.55,0.86,3,False,0.46,0.83,3,True
jura-worker-1,jura-worker-4,jura-worker-4,7.404392,0.55,0.85,5,False,0.46,0.88,5,True,0.46,0.88,5,True
jura-worker-2,jura-worker-1,jura-worker-4,7.111563,0.02,0.23,1,False,0.46,0.89,4,False,0.46,0.83,2,True
jura-worker-1,jura-worker-4,jura-worker-2,7.235293,0.54,0.86,4,False,0.46,0.82,3,True,0.07,0.26,1,False
jura-worker-4,jura-worker-4,jura-worker-3,6.680215,0.5,0.85,5,True,0.5,0.85,5,True,0.01,0.38,3,True
jura-worker-3,jura-worker-3,jura-worker-1,6.71488,0.01,0.36,3,True,0.01,0.36,3,True,0.47,0.85,3,False
jura-worker-2,jura-worker-3,jura-worker-4,6.732577,0.02,0.23,1,False,0.04,0.41,4,True,0.46,0.87,4,True
jura-worker-3,jura-worker-4,jura-worker-3,6.563971,0.01,0.32,2,True,0.46,0.82,2,True,0.01,0.32,2,True
jura-worker-4,jura-worker-3,jura-worker-1,6.897862,0.49,0.84,5,True,0.01,0.29,1,True,0.56,0.83,2,False
jura-worker-1,jura-worker-4,jura-worker-1,14.519066,0.56,0.93,7,False,0.46,0.84,3,True,0.56,0.93,7,False
jura-worker-1,jura-worker-3,jura-worker-1,6.886729,0.57,0.81,5,False,0.01,0.33,2,True,0.57,0.81,5,False
jura-worker-4,jura-worker-4,jura-worker-4,6.882086,0.46,0.91,7,True,0.46,0.91,7,True,0.46,0.91,7,True
jura-worker-4,jura-worker-2,jura-worker-2,6.701629,0.46,0.79,3,True,0.3,0.33,4,False,0.3,0.33,4,False
jura-worker-3,jura-worker-3,jura-worker-4,6.570148,0.01,0.4,4,True,0.01,0.4,4,True,0.46,0.82,3,True
jura-worker-1,jura-worker-3,jura-worker-2,12.899369,0.62,0.91,6,False,0.01,0.33,2,True,0.13,0.29,5,False
jura-worker-4,jura-worker-2,jura-worker-4,6.57156,0.46,0.83,4,True,0.17,0.33,5,False,0.46,0.83,4,True
jura-worker-4,jura-worker-2,jura-worker-4,7.008132,0.46,0.82,4,True,0.11,0.33,4,False,0.46,0.82,4,True
jura-worker-3,jura-worker-3,jura-worker-3,6.687238,0.01,0.38,5,True,0.01,0.38,5,True,0.01,0.38,5,True
jura-worker-1,jura-worker-3,jura-worker-1,14.976015,0.6,0.88,6,False,0.01,0.29,1,True,0.6,0.88,6,False
jura-worker-3,jura-worker-3,jura-worker-4,7.335712,0.01,0.37,4,True,0.01,0.37,4,True,0.46,0.85,4,True
jura-worker-3,jura-worker-3,jura-worker-2,6.655963,0.01,0.35,4,True,0.01,0.35,4,True,0.24,0.29,2,False
jura-worker-3,jura-worker-3,jura-worker-3,6.928002,0.02,0.47,5,True,0.02,0.47,5,True,0.02,0.47,5,True
jura-worker-2,jura-worker-3,jura-worker-4,6.521936,0.16,0.29,4,False,0.01,0.4,3,True,0.47,0.86,5,True
jura-worker-4,jura-worker-3,jura-worker-1,6.753545,0.46,0.85,6,True,0.01,0.46,4,True,0.46,0.78,3,False
jura-worker-2,jura-worker-1,jura-worker-4,9.86507,0.03,0.26,3,False,0.59,0.91,5,False,0.46,0.82,4,True
jura-worker-1,jura-worker-4,jura-worker-3,6.783412,0.51,0.86,5,False,0.46,0.87,5,True,0.01,0.31,2,True
jura-worker-3,jura-worker-2,jura-worker-4,6.719848,0.01,0.3,3,True,0.12,0.29,3,False,0.46,0.83,3,True
jura-worker-1,jura-worker-4,jura-worker-3,6.857757,0.46,0.75,2,False,0.46,0.87,4,True,0.01,0.42,3,True
jura-worker-1,jura-worker-1,jura-worker-2,8.324142,0.5,0.85,5,False,0.5,0.85,5,False,0.03,0.31,4,False
jura-worker-4,jura-worker-3,jura-worker-4,7.00944,0.46,0.83,4,True,0.01,0.43,5,True,0.46,0.83,4,True
jura-worker-1,jura-worker-1,jura-worker-4,12.876337,0.54,0.92,6,False,0.54,0.92,6,False,0.47,0.92,8,True
jura-worker-3,jura-worker-4,jura-worker-4,6.890708,0.01,0.38,5,True,0.46,0.86,4,True,0.46,0.86,4,True
jura-worker-2,jura-worker-2,jura-worker-4,7.071744,0.02,0.25,2,False,0.02,0.25,2,False,0.46,0.86,6,True
jura-worker-4,jura-worker-3,jura-worker-4,6.650092,0.46,0.81,3,True,0.01,0.34,3,True,0.46,0.81,3,True
jura-worker-1,jura-worker-2,jura-worker-4,6.880335,0.46,0.78,4,False,0.22,0.32,3,False,0.46,0.87,4,True
jura-worker-3,jura-worker-1,jura-worker-3,7.587902,0.01,0.49,5,True,0.46,0.86,5,False,0.01,0.49,5,True
jura-worker-3,jura-worker-2,jura-worker-3,6.88847,0.01,0.31,2,True,0.02,0.31,5,False,0.01,0.31,2,True
jura-worker-4,jura-worker-2,jura-worker-3,6.64588,0.46,0.83,4,True,0.02,0.27,2,False,0.01,0.47,5,True
jura-worker-4,jura-worker-3,jura-worker-4,6.794171,0.46,0.86,5,True,0.01,0.43,4,True,0.46,0.86,5,True
jura-worker-2,jura-worker-1,jura-worker-2,7.523287,0.14,0.29,5,False,0.54,0.89,4,False,0.14,0.29,5,False
jura-worker-4,jura-worker-1,jura-worker-3,10.871319,0.46,0.84,4,True,0.54,0.91,6,False,0.01,0.32,3,True
jura-worker-3,jura-worker-3,jura-worker-1,9.134055,0.01,0.42,4,True,0.01,0.42,4,True,0.51,0.74,4,False
jura-worker-3,jura-worker-1,jura-worker-3,10.858865,0.01,0.32,3,True,0.49,0.87,5,False,0.01,0.32,3,True
jura-worker-4,jura-worker-4,jura-worker-3,6.801356,0.46,0.91,8,True,0.46,0.91,8,True,0.01,0.3,1,True
jura-worker-3,jura-worker-1,jura-worker-3,9.583783,0.01,0.47,5,True,0.51,0.89,5,False,0.01,0.47,5,True
jura-worker-3,jura-worker-2,jura-worker-3,7.061983,0.01,0.3,2,True,0.02,0.25,1,False,0.01,0.3,2,True
jura-worker-4,jura-worker-2,jura-worker-2,6.854788,0.9,0.25,2,True,0.14,0.27,2,False,0.14,0.27,2,False
jura-worker-3,jura-worker-2,jura-worker-2,6.702931,0.01,0.25,1,True,0.19,0.28,2,False,0.19,0.28,2,False
jura-worker-2,jura-worker-1,jura-worker-1,8.048952,0.02,0.23,1,False,0.92,0.42,3,False,0.92,0.42,3,False
jura-worker-4,jura-worker-3,jura-worker-1,7.4528,0.9,0.24,2,True,0.01,0.29,1,True,0.93,0.37,2,False
jura-worker-2,jura-worker-3,jura-worker-2,7.070318,0.26,0.27,2,False,0.03,0.29,1,True,0.26,0.27,2,False
jura-worker-1,jura-worker-1,jura-worker-3,8.332795,0.9,0.36,3,False,0.9,0.36,3,False,0.06,0.3,1,True
jura-worker-1,jura-worker-1,jura-worker-1,7.554676,0.93,0.44,4,False,0.93,0.44,4,False,0.93,0.44,4,False
jura-worker-4,jura-worker-4,jura-worker-3,8.693451,0.9,0.27,3,True,0.9,0.27,3,True,0.01,0.28,1,True
jura-worker-1,jura-worker-3,jura-worker-4,7.547652,0.9,0.32,2,False,0.05,0.29,1,True,0.96,0.27,2,True
jura-worker-1,jura-worker-3,jura-worker-1,7.284754,0.93,0.39,3,False,0.01,0.29,1,True,0.93,0.39,3,False
jura-worker-3,jura-worker-3,jura-worker-4,7.515537,0.01,0.29,2,True,0.01,0.29,2,True,0.9,0.26,2,True
jura-worker-4,jura-worker-3,jura-worker-3,7.089972,0.9,0.25,2,True,0.09,0.35,2,True,0.09,0.35,2,True
jura-worker-4,jura-worker-4,jura-worker-3,7.827673,0.9,0.27,3,True,0.9,0.27,3,True,0.01,0.31,1,True
jura-worker-3,jura-worker-2,jura-worker-1,7.22886,0.01,0.25,1,True,0.02,0.25,1,False,0.92,0.38,2,False
jura-worker-2,jura-worker-1,jura-worker-3,7.674882,0.03,0.23,1,False,0.9,0.35,2,False,0.04,0.31,1,True
jura-worker-1,jura-worker-4,jura-worker-1,7.563036,0.93,0.42,3,False,0.91,0.26,2,True,0.93,0.42,3,False
jura-worker-4,jura-worker-3,jura-worker-1,7.042556,0.9,0.25,2,True,0.01,0.29,1,True,0.92,0.38,2,False
jura-worker-2,jura-worker-1,jura-worker-1,8.075825,0.03,0.23,1,False,0.93,0.41,3,False,0.93,0.41,3,False
jura-worker-4,jura-worker-2,jura-worker-1,7.235397,0.9,0.25,2,True,0.02,0.25,1,False,0.92,0.37,2,False
jura-worker-2,jura-worker-2,jura-worker-2,6.800209,0.32,0.29,3,False,0.32,0.29,3,False,0.32,0.29,3,False
jura-worker-1,jura-worker-4,jura-worker-3,8.432292,0.9,0.33,2,False,0.9,0.26,2,True,0.08,0.29,1,True
jura-worker-4,jura-worker-2,jura-worker-1,7.315255,0.9,0.25,2,True,0.13,0.25,1,False,0.92,0.39,2,False
jura-worker-2,jura-worker-4,jura-worker-2,8.990656,0.3,0.26,2,False,0.9,0.26,2,True,0.3,0.26,2,False
jura-worker-4,jura-worker-2,jura-worker-2,7.042013,0.9,0.25,2,True,0.26,0.28,2,False,0.26,0.28,2,False
jura-worker-1,jura-worker-3,jura-worker-1,7.51213,0.93,0.38,3,False,0.01,0.29,1,True,0.93,0.38,3,False
jura-worker-3,jura-worker-3,jura-worker-3,6.772645,0.02,0.36,3,True,0.02,0.36,3,True,0.02,0.36,3,True
jura-worker-4,jura-worker-1,jura-worker-4,7.944731,0.95,0.27,3,True,0.9,0.36,2,False,0.95,0.27,3,True
jura-worker-2,jura-worker-2,jura-worker-1,7.668111,0.03,0.25,2,False,0.03,0.25,2,False,0.92,0.37,2,False
jura-worker-4,jura-worker-4,jura-worker-3,9.342738,0.91,0.24,3,True,0.91,0.24,3,True,0.2,0.3,1,True
jura-worker-1,jura-worker-1,jura-worker-2,8.470616,0.9,0.38,3,False,0.9,0.38,3,False,0.15,0.25,1,False
jura-worker-3,jura-worker-1,jura-worker-3,7.765348,0.19,0.32,2,True,0.91,0.36,2,False,0.19,0.32,2,True
jura-worker-1,jura-worker-1,jura-worker-2,7.804554,0.9,0.38,3,False,0.9,0.38,3,False,0.14,0.26,1,False
jura-worker-3,jura-worker-4,jura-worker-4,8.162743,0.04,0.25,1,True,0.95,0.29,3,True,0.95,0.29,3,True
jura-worker-4,jura-worker-3,jura-worker-2,7.620102,0.89,0.25,2,True,0.01,0.29,1,True,0.21,0.26,1,False
jura-worker-1,jura-worker-2,jura-worker-3,7.425182,0.9,0.33,2,False,0.02,0.25,1,False,0.01,0.31,1,True
jura-worker-4,jura-worker-3,jura-worker-1,7.295862,0.9,0.25,2,True,0.01,0.29,1,True,0.92,0.35,2,False
jura-worker-4,jura-worker-3,jura-worker-4,7.433001,0.93,0.27,3,True,0.01,0.29,1,True,0.93,0.27,3,True
jura-worker-1,jura-worker-2,jura-worker-1,7.057361,0.91,0.4,3,False,0.06,0.25,1,False,0.91,0.4,3,False
jura-worker-2,jura-worker-1,jura-worker-4,7.868327,0.02,0.23,1,False,0.9,0.36,2,False,0.92,0.27,2,True
jura-worker-3,jura-worker-1,jura-worker-1,8.655616,0.03,0.25,1,True,0.93,0.44,3,False,0.93,0.44,3,False
jura-worker-1,jura-worker-1,jura-worker-3,7.864018,0.9,0.38,3,False,0.9,0.38,3,False,0.09,0.29,1,True
jura-worker-4,jura-worker-1,jura-worker-3,7.891724,0.9,0.25,2,True,0.9,0.36,2,False,0.26,0.31,1,True
jura-worker-3,jura-worker-1,jura-worker-3,7.08369,0.08,0.31,2,True,0.9,0.36,2,False,0.08,0.31,2,True
jura-worker-2,jura-worker-3,jura-worker-4,7.408832,0.02,0.23,1,False,0.06,0.29,1,True,0.95,0.27,2,True
jura-worker-3,jura-worker-1,jura-worker-1,8.518251,0.01,0.25,1,True,0.93,0.42,3,False,0.93,0.42,3,False
jura-worker-2,jura-worker-3,jura-worker-3,7.930707,0.03,0.23,1,False,0.05,0.35,2,True,0.05,0.35,2,True
jura-worker-4,jura-worker-2,jura-worker-4,7.152494,0.93,0.28,3,True,0.02,0.25,1,False,0.93,0.28,3,True
jura-worker-3,jura-worker-4,jura-worker-1,7.545685,0.01,0.25,1,True,0.9,0.27,2,True,0.93,0.36,2,False
jura-worker-4,jura-worker-4,jura-worker-4,9.223273,0.94,0.31,4,True,0.94,0.31,4,True,0.94,0.31,4,True
jura-worker-2,jura-worker-1,jura-worker-3,8.272959,0.03,0.23,1,False,0.9,0.36,2,False,0.06,0.3,1,True
jura-worker-4,jura-worker-2,jura-worker-1,7.221768,0.9,0.22,2,True,0.09,0.25,1,False,0.92,0.37,2,False
jura-worker-4,jura-worker-1,jura-worker-4,7.169926,0.93,0.28,3,True,0.9,0.37,2,False,0.93,0.28,3,True
jura-worker-1,jura-worker-2,jura-worker-4,6.84396,0.91,0.33,2,False,0.02,0.25,1,False,0.95,0.28,2,True
jura-worker-1,jura-worker-4,jura-worker-4,8.640147,0.9,0.34,2,False,0.92,0.29,3,True,0.92,0.29,3,True
jura-worker-1,jura-worker-1,jura-worker-1,7.020215,0.93,0.43,4,False,0.93,0.43,4,False,0.93,0.43,4,False
jura-worker-4,jura-worker-2,jura-worker-2,6.801676,0.89,0.25,2,True,0.22,0.28,2,False,0.22,0.28,2,False
jura-worker-1,jura-worker-1,jura-worker-1,8.315709,0.95,0.45,4,False,0.95,0.45,4,False,0.95,0.45,4,False
jura-worker-3,jura-worker-1,jura-worker-3,7.394336,0.13,0.31,2,True,0.9,0.37,2,False,0.13,0.31,2,True
jura-worker-2,jura-worker-2,jura-worker-3,6.733164,0.02,0.25,2,False,0.02,0.25,2,False,0.01,0.3,1,True
jura-worker-2,jura-worker-3,jura-worker-4,7.206825,0.02,0.23,1,False,0.01,0.28,1,True,0.95,0.27,2,True
jura-worker-3,jura-worker-3,jura-worker-4,7.479104,0.01,0.29,2,True,0.01,0.29,2,True,0.94,0.28,2,True
jura-worker-2,jura-worker-2,jura-worker-2,6.723112,0.43,0.31,4,False,0.43,0.31,4,False,0.43,0.31,4,False
jura-worker-2,jura-worker-3,jura-worker-4,6.894029,0.03,0.23,1,False,0.01,0.29,1,True,0.94,0.27,3,True
jura-worker-3,jura-worker-1,jura-worker-3,7.652909,0.06,0.31,2,True,0.93,0.47,4,False,0.06,0.31,2,True
jura-worker-3,jura-worker-3,jura-worker-1,6.904585,0.01,0.3,2,True,0.01,0.3,2,True,0.92,0.43,3,False
jura-worker-2,jura-worker-3,jura-worker-1,6.817731,0.23,0.29,4,False,0.01,0.29,1,True,0.92,0.4,2,False
jura-worker-1,jura-worker-1,jura-worker-3,8.703447,0.89,0.39,3,False,0.89,0.39,3,False,0.01,0.31,1,True
jura-worker-2,jura-worker-3,jura-worker-4,7.230238,0.02,0.23,1,False,0.01,0.35,2,True,0.9,0.28,2,True
jura-worker-2,jura-worker-4,jura-worker-3,7.199696,0.02,0.23,1,False,0.9,0.29,3,True,0.15,0.3,1,True
jura-worker-1,jura-worker-1,jura-worker-3,8.241473,0.9,0.39,3,False,0.9,0.39,3,False,0.28,0.38,3,True
jura-worker-4,jura-worker-1,jura-worker-4,7.213658,0.93,0.29,3,True,0.9,0.38,2,False,0.93,0.29,3,True
jura-worker-3,jura-worker-2,jura-worker-3,6.776111,0.11,0.32,3,True,0.02,0.25,1,False,0.11,0.32,3,True
jura-worker-2,jura-worker-3,jura-worker-2,6.7029,0.2,0.27,3,False,0.01,0.28,1,True,0.2,0.27,3,False
jura-worker-1,jura-worker-1,jura-worker-1,8.131586,0.92,0.46,4,False,0.92,0.46,4,False,0.92,0.46,4,False
jura-worker-1,jura-worker-3,jura-worker-4,6.930773,0.9,0.36,3,False,0.03,0.4,3,True,0.9,0.28,2,True
jura-worker-2,jura-worker-3,jura-worker-4,7.591163,0.02,0.23,1,False,0.01,0.28,1,True,0.9,0.31,4,True
jura-worker-3,jura-worker-1,jura-worker-1,8.814331,0.01,0.25,1,True,0.91,0.45,3,False,0.91,0.45,3,False
jura-worker-1,jura-worker-4,jura-worker-1,8.042009,0.92,0.54,5,False,0.9,0.27,2,True,0.92,0.54,5,False
jura-worker-2,jura-worker-2,jura-worker-1,6.970466,0.02,0.26,2,False,0.02,0.26,2,False,0.93,0.39,2,False
jura-worker-3,jura-worker-1,jura-worker-1,8.240511,0.08,0.36,3,True,0.93,0.44,3,False,0.93,0.44,3,False
jura-worker-4,jura-worker-4,jura-worker-1,7.759772,0.9,0.32,4,True,0.9,0.32,4,True,0.92,0.42,3,False
jura-worker-1,jura-worker-2,jura-worker-1,7.729075,0.95,0.51,5,False,0.02,0.25,1,False,0.95,0.51,5,False
jura-worker-1,jura-worker-1,jura-worker-1,8.106783,0.92,0.46,4,False,0.92,0.46,4,False,0.92,0.46,4,False
jura-worker-2,jura-worker-2,jura-worker-2,6.623769,0.19,0.28,3,False,0.19,0.28,3,False,0.19,0.28,3,False
jura-worker-3,jura-worker-2,jura-worker-4,6.850235,0.02,0.25,1,True,0.02,0.25,1,False,0.9,0.29,3,True
jura-worker-3,jura-worker-2,jura-worker-2,6.419701,0.01,0.32,2,True,0.12,0.28,2,False,0.12,0.28,2,False
jura-worker-3,jura-worker-3,jura-worker-1,7.124382,0.14,0.0,3,True,0.14,0.0,3,True,0.93,0.42,3,False
jura-worker-4,jura-worker-1,jura-worker-4,7.82934,0.93,0.29,4,True,0.9,0.43,3,False,0.93,0.29,4,True
jura-worker-1,jura-worker-2,jura-worker-2,6.926691,0.9,0.37,3,False,0.24,0.3,3,False,0.24,0.3,3,False
jura-worker-1,jura-worker-4,jura-worker-2,8.857455,0.9,0.41,4,False,0.89,0.27,2,True,0.37,0.29,2,False
jura-worker-3,jura-worker-2,jura-worker-1,6.862655,0.01,0.25,1,True,0.02,0.25,1,False,0.93,0.47,4,False
jura-worker-3,jura-worker-4,jura-worker-3,7.111173,0.26,0.43,4,True,0.9,0.28,3,True,0.26,0.43,4,True
jura-worker-1,jura-worker-4,jura-worker-2,7.599308,0.9,0.27,2,False,0.95,0.33,5,True,0.17,0.26,1,False
jura-worker-1,jura-worker-4,jura-worker-4,7.235703,0.9,0.42,4,False,0.95,0.3,3,True,0.95,0.3,3,True
jura-worker-3,jura-worker-3,jura-worker-4,7.267034,0.02,0.36,3,True,0.02,0.36,3,True,0.93,0.27,2,True
jura-worker-3,jura-worker-1,jura-worker-1,8.837061,0.01,0.29,2,True,0.92,0.47,4,False,0.92,0.47,4,False
jura-worker-2,jura-worker-3,jura-worker-1,6.92146,0.19,0.27,2,False,0.01,0.28,1,True,0.92,0.41,2,False
jura-worker-1,jura-worker-4,jura-worker-4,7.932349,0.9,0.36,2,False,0.95,0.32,4,True,0.95,0.32,4,True
jura-worker-2,jura-worker-2,jura-worker-2,6.688515,0.18,0.29,3,False,0.18,0.29,3,False,0.18,0.29,3,False
jura-worker-4,jura-worker-2,jura-worker-1,6.873946,0.9,0.28,3,True,0.02,0.25,1,False,0.94,0.47,4,False
jura-worker-1,jura-worker-4,jura-worker-2,8.199246,0.92,0.42,4,False,0.9,0.29,3,True,0.12,0.26,1,False
jura-worker-3,jura-worker-3,jura-worker-2,7.05139,0.02,0.36,3,True,0.02,0.36,3,True,0.19,0.26,1,False
